id,name,god_0,god_1,god_2,city,addr,religion,reg_type,tel,principal,others,longitude,latitude
1747794,七堵福德宮,福德正神,,,基隆市,基隆市七堵區富民里崇廉街11號,道教,正式登記,02-24568655,詹福榮,,121.715911865234,25.0991153717041
1747795,福德宮,福德正神,,,基隆市,基隆市七堵區華新二路122之1號旁,道教,補辦登記,02-24515632,詹春長,,121.648101806641,25.1277961730957
1747797,力行福德宮,福德正神,,,新北市,新北市中和區力行里圓通路162巷2弄2號,道教,補辦登記,02-22484646,林寬仁,,121.497299194336,24.9954795837402
1747809,修德寺,釋迦牟尼佛,,,桃園市,桃園市大溪區普濟路122號,佛教,正式登記,03-3883406,簡阿蘭,,121.285949707031,24.8864364624023
1747812,大龍峒福壽宮,福德正神,,,臺北市,臺北市大同區重慶里敦煌路2之1號,道教,補辦登記,02-25910340,陳源陽,,121.520797729492,25.0748996734619
1747813,龍雲寺,釋迦牟尼佛,,,臺北市,臺北市大同區景星里延平北路三段18巷1號,佛教,正式登記,02-25948980,王照文(釋明藹),,121.510704040527,25.0665626525879
1747862,樹人書院文昌祠,文昌帝君,,,臺北市,臺北市大同區老師里迪化街二段364巷14號,道教,正式登記,02-25992878,陳錫彰,,121.510009765625,25.0677585601807
1747863,內湖承天宮,天上聖母,,,臺北市,臺北市內湖區文湖街21巷93號,道教,正式登記,09-35025117,郭慶輝,,121.564697265625,25.0865497589111
1747866,台北太子宮無極聖殿,瑤池金母,,,新北市,新北市三芝區茂長里7鄰陳厝坑51號之2,道教,補辦登記,02-26365377,沈吉東,,121.520401000977,25.2479496002197
1747867,水口民主公王宮,民主公王爺,,,新北市,新北市三芝區新庄里新庄子59號之3,道教,補辦登記,02-26364096,江重光,,121.507598876953,25.2743492126465
1747884,鶴嶺天乙寺,濟公活佛,,,新北市,新北市五股區集福里天乙路129號,佛教,補辦登記,02-22912698,藍德鋆,,121.442199707031,25.1145191192627
1747891,福安宮,福德正神,,,基隆市,基隆市中正區中正路318巷11之1號,道教,補辦登記,02-24625163,陳宋萬定(逕予登),,121.761497497559,25.1422805786133
1747892,東山夫子宮,關聖帝君,,,基隆市,基隆市中正區正榮街110巷41號,道教,補辦登記,02-24625505,李泰雄,,121.764022827148,25.1433238983154
1747893,福忠宮,池府王爺,,,桃園市,桃園市大園區圳頭村古亭9鄰25號,道教,正式登記,03-3868776,劉傳德,,121.19953918457,25.0893115997314
1747894,廣安宮,開漳聖王,,,新北市,新北市金山區金包里街104號,道教,補辦登記,02-24983815,陳振基,,121.638313293457,25.2219142913818
1747895,天母三玉宮,神農大帝,,,臺北市,臺北市士林區天福里天母東路6號,道教,正式登記,02-28754000,莊千鑫,,121.530601501465,25.1180191040039
1747896,陽明山公館里關聖帝君廟,關聖帝君,,,臺北市,臺北市士林區永公路350巷55號1樓,道教,正式登記,02-28613090,葉進財,,121.565498352051,25.1240997314453
1747902,義勇祠,大眾爺,,,基隆市,基隆市安樂區安一路266巷76之8號,道教,補辦登記,02-24262125,郭宗山,,121.730201721191,25.1335792541504
1747908,水尾福德宮,福德正神,,,桃園市,桃園市中壢區水尾里新生路522-1號,道教,補辦登記,03-4342779,莊建成,,121.224006652832,24.9686965942383
1747945,瑪西里面桶寮福德宮,福德正神,,,基隆市,基隆市七堵區大華三路109之1號前約600公尺,道教,補辦登記,02-24563743,王和雄,,121.661590576172,25.1431121826172
1747947,湖山巖,普庵祖師,,,新北市,新北市中和區興南路2段261巷11號,道教,補辦登記,02-29441680,蘇發,,121.504058837891,24.9769630432129
1747954,三峽九龍萬億宮,天上聖母,,,新北市,新北市三峽區金圳里互圳頭7之1號,道教,補辦登記,02-26720426,蔡郭片,,121.37434387207,24.8897380828857
1747957,九府仙師廟,九府仙師,,,臺北市,臺北市中山區集英里民權西路70巷31、33號,道教,正式登記,02-25317349,李宗波,,121.519599914551,25.0630493164063
1747961,福山巖,清水祖師,,,桃園市,桃園市大溪區福山一路3號,道教,正式登記,03-3888235,楊賴傳,,121.265800476074,24.827579498291
1747965,三武宮,郭王爺,,,新竹縣,新竹縣芎林鄉文林村10鄰10號,道教,正式登記,03-5924166,魏劉茂興,,121.082397460938,24.7806301116943
1747977,天德堂,明明上帝,,,桃園市,桃園市中壢區忠福里14鄰南園二路98號,一貫道,補辦登記,03-4520378,廖永康,,121.231292724609,24.9719638824463
1747980,善覺寺,普庵祖師,,,新北市,新北市平溪區望古里灰窯24號,佛教,補辦登記,09-76255121,王巡,,121.762702941895,25.0189208984375
1747981,大香山觀音禪寺,普庵祖師,,,新北市,新北市平溪區薯榔里靜安路二段3巷29號,佛教,補辦登記,02-24951696,顧希珍,,121.704002380371,25.0212306976318
1747987,福興宮,福德正神,,,新北市,新北市五股區興珍里中興路一段151巷4號,道教,補辦登記,02-29887412,林義一,,121.464897155762,25.0733699798584
1747990,福昌宮,三山國王,,,新竹縣,新竹縣芎林鄉石潭村8鄰福昌街300巷1號,道教,正式登記,03-5928753,林政良,,121.100608825684,24.7486572265625
1747992,大覺寺,釋迦牟尼佛,,,新竹縣,新竹縣竹東鎮長春路一段167號,佛教,正式登記,03-5963646,釋永澄,,121.089500427246,24.7333011627197
1747997,天使宮,黃府王爺,,,基隆市,基隆市七堵區實踐路253巷19之1號,道教,補辦登記,02-24511220,謝柄寬,,121.676597595215,25.0870609283447
1748000,中和海山宮,天上聖母,,,新北市,新北市中和區嘉新里員山路327巷42號,道教,補辦登記,02-22217969,張禎祥,,121.480598449707,25.0018196105957
1748005,道家萬玄仙宗三清道院總院,三清道祖,,,新北市,新北市三峽區嘉添里白雞路40之5號,道教,補辦登記,02-86712253,李隆漢,,121.376098632813,24.9116992950439
1748006,得安宮,劉府王爺,,,新北市,新北市三峽區安坑里安坑105之1號,道教,補辦登記,02-26726698,洪兩全,,121.444412231445,24.9387626647949
1748012,瑞源宮,開漳聖王,,,桃園市,桃園市大溪區瑞源里石園路760巷100號,道教,正式登記,03-3809280,簡文德,,121.25252532959,24.8671894073486
1748016,督署宮(已拆除),裴先帥,,,新北市,新北市三重區崇德里9鄰仁愛街81號3樓,道教,正式登記,02-29755872,何素馨,,121.496055603027,25.0731353759766
1748017,無極金玉殿,玉皇大帝,,,新竹縣,新竹縣芎林鄉新鳳村倒別牛1鄰15號,道教,補辦登記,03-5922699,邱瑞國,,121.100563049316,24.7663421630859
1748018,下山月桃窩萬善祠,有應公,,,新竹縣,新竹縣芎林鄉下山村7鄰79號,道教,正式登記,03-5921599,謝木水,,121.057067871094,24.8108329772949
1748027,代天巡狩三王府陳池姜三府王爺,三府王爺,,,新北市,新北市三芝區店子里龜子山26之1號,道教,補辦登記,02-26371649,莊文松,,121.505401611328,25.21217918396
1748034,慈天宮,普庵祖師,,,新竹縣,新竹縣北埔鄉北埔村北埔街1號,佛教,正式登記,03-5801575,姜維經,,121.058448791504,24.6997394561768
1748076,北海天公廟,關聖帝君,,,新北市,新北市三芝區後厝里土地公坑61之5號,道教,補辦登記,02-26363508,鄭重信,,121.465103149414,25.2473392486572
1748106,瑪南里大埔福德宮,福德正神,,,基隆市,基隆市七堵區大華二路130號旁,道教,補辦登記,02-24563333,蘇戊長,,121.692230224609,25.1080894470215
1748107,福德宮,福德正神,,,基隆市,基隆市七堵區瑪東里大華二路190號前,道教,補辦登記,02-24562574,張清波,,121.687156677246,25.1111259460449
1748109,溥濟宮,保生大帝,,,新北市,新北市中和區福真里橋和路202號,道教,補辦登記,02-22452005,林炎埤,,121.49520111084,25.005880355835
1748119,天山靈寶寺,濟公活佛,,,桃園市,桃園市大溪區美華里金山路169巷66號,道教,補辦登記,03-3889729,吳德聖,,121.310203552246,24.8807792663574
1748122,福安宮,福德正神,,,新北市,新北市五股區更寮里更洲路47號之1,道教,補辦登記,02-29856396,陳天祥,,121.457298278809,25.0793704986572
1748123,五股靜修寺,普庵祖師,,,新北市,新北市五股區觀音里中直路15號之3,佛教,補辦登記,02-22911166,蔡李順,,121.424301147461,25.1118202209473
1748124,五股仙佛寺,釋迦牟尼佛,,,新北市,新北市五股區民義路一段220巷17之15號,佛教,補辦登記,02-82952117,陳受堯,,121.42749786377,25.0968494415283
1748125,永興宮,財神爺,,,桃園市,桃園市八德區榮興南路92之1號,道教,補辦登記,03-3775713,林健仁,,121.30598449707,24.9485092163086
1748138,長和福地福德宮,福德正神,,,新竹市,新竹市北區長和里愛文街26巷60號,道教,補辦登記,03-5228173,林金地,,120.962699890137,24.8102016448975
1748139,威靈宮,廣澤尊王,,,新竹市,新竹市北區新雅里13鄰成功路278號,道教,補辦登記,03-5246172,楊昔祥,,120.952003479004,24.811580657959
1748155,祠宇媽祖宮,天上聖母,,,臺北市,臺北市大同區延平里保安街49巷17號,道教,正式登記,02-25539978,莊家聲,,121.512252807617,25.0584716796875
1748163,集福宮福德爺,福德正神,,,新竹市,新竹市北區崇禮里6鄰中山路254號,道教,補辦登記,03-5229329,鄭錦洲,,120.962089538574,24.802640914917
1748196,太和宮,三官大帝,,,新竹縣,新竹縣關西鎮東興里大同路30號,道教,正式登記,03-5872216,羅吉信,,121.176811218262,24.7905082702637
1748200,上德宮,天上聖母,,,新北市,新北市坪林區上德村崩山坑10之1號,道教,補辦登記,02-26656895,黃宗盛,,121.69034576416,24.9485511779785
1748205,六堵嶺頭福德宮,福德正神,,,基隆市,基隆市七堵區工建路104巷67之2號,道教,補辦登記,02-24512770,許金信,,121.703598022461,25.0885791778564
1748206,福德宮,福德正神,,,基隆市,基隆市七堵區八德路26之3號,道教,補辦登記,02-24311815,歐聰明,,121.727272033691,25.111873626709
1748219,乾德宮,五府千歲,,,新竹市,新竹市北區水田里12鄰水田街50巷3-1號,道教,正式登記,03-5331871,陳志鴻,,120.966400146484,24.812780380249
1748220,冥漠公廟,有應公,,,新竹市,新竹市北區湳雅街174號,道教,正式登記,03-5310031,陳嘉萌,,120.974502563477,24.8209590911865
1748245,新竹都城隍廟,城隍爺,,,新竹市,新竹市北區中山里14鄰中山路75號,道教,正式登記,03-5223666,鄭來聖,,120.965896606445,24.8044891357422
1748246,軒轅教新竹黃帝神宮,軒轅黃帝,,,新竹市,新竹市北區新雅里5鄰和平路192號,道教,正式登記,03-5250341,王秀螺,,120.954399108887,24.8129806518555
1748271,南中宮,福德正神,,,新竹市,新竹市北區湳中里8鄰湳中街40巷40-7號,道教,補辦登記,03-5346632,洪進上,,120.966537475586,24.8215599060059
1748293,大覺寺,釋迦牟尼佛,,,桃園市,桃園市觀音區保生里5鄰濱海路保生段306巷155號,佛教,正式登記,03-4732570,黃鳳嬌,,121.048515319824,25.0187320709229
1748294,石橋復興宮,開漳聖王,,,桃園市,桃園市觀音區新興村4鄰26號,理教,補辦登記,03-4772318,陳俊宏,,121.090614318848,25.0063495635986
1748295,雲台山大羅金仙府,太上老君,,,新北市,新北市石碇區永定里蚯蚓坑19之2號,道教,補辦登記,02-26631111,周秀梅,,121.686798095703,25.0036506652832
1748298,新北市板橋區北天廟,玄天上帝,,,新北市,新北市板橋區振義里萬安街124巷4號,道教,補辦登記,02-29618737,楊勝興,,121.484001159668,25.0248603820801
1748305,道玄宮,太上老君,,,基隆市,基隆市信義區壽山路10號,道教,正式登記,02-24228393,簡紹林,,121.75227355957,25.1333618164063
1748322,水仙宮,水仙尊王,,,新竹市,新竹市北區長和里1鄰北門街135號,道教,正式登記,03-5267510,楊金土,,120.96369934082,24.8106899261475
1748323,修德寺,釋迦牟尼佛,,,新竹市,新竹市北區育英里6鄰中山路431巷34弄1號,佛教,正式登記,03-5251557,郭淑琴,,120.958702087402,24.7999897003174
1748324,寄靈菴廟,有應公,,,新竹市,新竹市北區舊社里7鄰湳雅街351號,道教,正式登記,03-5315355,黃文忠,,120.977195739746,24.8232479095459
1748328,暖暖安德宮,天上聖母,,,基隆市,基隆市暖暖區暖暖里第2鄰暖暖街63號,道教,正式登記,02-24575692,鄭怡信,,121.73860168457,25.1011695861816
1748350,八卦福德宮,福德正神,,,新竹市,新竹市北區湳雅里2鄰東大路二段446巷271弄28號,道教,補辦登記,03-5422313,張慶順,,120.961097717285,24.8203506469727
1748379,七伍宮,七府王爺,,,新竹市,新竹市北區古賢里3鄰東大路三段110巷2弄1號,道教,補辦登記,03-5335339,王泰山,,120.956199645996,24.8296394348145
1748380,潛園里福德宮,福德正神,,,新竹市,新竹市東區潛園里西大路469巷17號,道教,正式登記,03-5331819,柳宗義,,120.965202331543,24.8021907806396
1748405,北辰宮,福德正神,,,新竹市,新竹市北區仁德里4鄰北大路249號,道教,正式登記,03-5223590,李清木,,120.964302062988,24.8072891235352
1748432,和平福德宮,福德正神,,,新竹市,新竹市北區磐石里7鄰磐石路28號,道教,正式登記,03-5240095,張蔡淑珠,,120.957000732422,24.8089408874512
1748433,聖媽廟,天上聖母,,,新竹市,新竹市北區西門里7鄰江山街6-13號,道教,正式登記,03-5260099,曾再霖(代理),,120.964622497559,24.8053092956543
1748556,北門口福聚宮,福德正神,,,臺北市,臺北市大同區玉泉里延平北路1段68號,道教,正式登記,02-25550051,陳正賢,,121.511810302734,25.0516242980957
1748593,新竹崙仔受天宮,玄天上帝,,,新竹市,新竹市北區愛文街106-6號,道教,補辦登記,03-5232988,黃坤隆,,120.962303161621,24.8093795776367
1748613,聖母宮,天上聖母,,,基隆市,基隆市七堵區堵南里長安街245巷29號,道教,補辦登記,02-24511632,余明忠,,121.696029663086,25.0753364562988
1748616,圓明慈惠堂,瑤池金母,,,新北市,新北市中和區吉興里15鄰南山路315巷12號,道教,補辦登記,02-29416100,林雪子,,121.504898071289,24.9919109344482
1748623,板橋慈惠堂,瑤池金母,,,新北市,新北市三峽區嘉添里白雞路33之47號,道教,補辦登記,02-26730801,楊秀雪,,121.371002197266,24.9127407073975
1748624,佛國寺,釋迦牟尼佛,,,新北市,新北市三峽區成福里成福路315巷21號,佛教,補辦登記,02-26681482,許雪娥,,121.428001403809,24.9236392974854
1748629,桃園市大溪區永安宮,三官大帝,,,桃園市,桃園市大溪區瑞興里8鄰大鶯路870巷5號,道教,正式登記,03-3801239,林繼雄,,121.301803588867,24.9187107086182
1748630,慈聖宮,天上聖母,,,桃園市,桃園市大溪區美華里美山路1段12鄰693巷49號,道教,補辦登記,03-3886432,蔡水木,,121.30069732666,24.8738594055176
1748640,月眉山觀音寺,普庵祖師,,,桃園市,桃園市大溪區大溪區月眉里15鄰月眉路1號,佛教,補辦登記,03-3881746,李戶峯,,121.28630065918,24.8877201080322
1748645,妙音寺,釋迦牟尼佛,,,桃園市,桃園市中壢區內定里合圳北路2段5鄰470號,佛教,正式登記,03-4531778,游蘭蕾,,121.247276306152,25.0060768127441
1748648,普陀山慈航宮,普庵祖師,,,新北市,新北市石門區乾華里阿里磅88號之1,道教,補辦登記,02-26380519,江炎泉,,121.744400024414,25.0433692932129
1748652,財團法人台北行天宮北投分宮,關聖帝君,,,臺北市,臺北市北投區中央北路四段18巷50號,道教,正式登記,02-28912731,吳岳羽,,121.477699279785,25.1366806030273
1748672,廣天寺,釋迦牟尼佛,,,桃園市,桃園市中壢區青埔里7鄰55號,佛教,正式登記,03-4531610,李文鈺,,121.21849822998,25.0149402618408
1748688,福源宮,福德正神,,,基隆市,基隆市七堵區友一里華新一路107之5號,道教,補辦登記,02-24516934,黃文進,,121.665733337402,25.09934425354
1748689,自強里水尾福德廟,福德正神,,,基隆市,基隆市七堵區自強里大華一路123號旁,道教,補辦登記,02-24569686,張燈錄,,121.712425231934,25.1012592315674
1748692,聖安慈惠堂,瑤池金母,,,基隆市,基隆市七堵區友二里14鄰華新二路112號,道教,補辦登記,02-24516161,吳麗霞,,121.664497375488,25.1229953765869
